sample_id,predicted_probability,predicted_label,feature_rule,weight
15,0.8353705382754107,1,has_electricity <= 0.00,0.018937372086838496
15,0.8353705382754107,1,6.00 < cooking_fuel <= 10.00,0.016685513622986693
15,0.8353705382754107,1,drinking_water_source <= 5.00,-0.014537364531520144
15,0.8353705382754107,1,10.00 < toilet_facility <= 11.00,-0.01000740936486216
16,0.5957797258307986,1,mother_years_education <= 0.00,0.16940376336651142
16,0.5957797258307986,1,child_sex <= 0.00,-0.04706923614247997
16,0.5957797258307986,1,wealth_quintile <= 1.00,0.04345025224626601
16,0.5957797258307986,1,mother_currently_working <= 0.00,0.0369671251287503
16,0.5957797258307986,1,toilet_facility <= 8.00,0.03580539166904224
16,0.5957797258307986,1,0.00 < has_electricity <= 1.00,-0.025794585688518137
16,0.5957797258307986,1,household_members > 7.00,0.024844275397520175
16,0.5957797258307986,1,county > 36.00,0.02000010414280793
16,0.5957797258307986,1,41.00 < child_age_months <= 47.00,0.018393212000746215
16,0.5957797258307986,1,5.00 < drinking_water_source <= 8.00,-0.014540707424175651
17,0.25968084586760437,0,0.00 < mother_years_education <= 6.00,-0.11462629609044508
17,0.25968084586760437,0,2.00 < wealth_quintile <= 3.00,-0.08670154750951292
17,0.25968084586760437,0,0.00 < child_sex <= 1.00,0.047340677390891095
17,0.25968084586760437,0,0.00 < mother_currently_working <= 1.00,-0.031024073992641572
17,0.25968084586760437,0,household_members <= 4.00,-0.02984342299350604
17,0.25968084586760437,0,mother_education_level > 2.00,-0.02434930388046704
17,0.25968084586760437,0,cooking_fuel <= 6.00,-0.022340027675676232
17,0.25968084586760437,0,0.00 < has_electricity <= 1.00,-0.0213891764335635
17,0.25968084586760437,0,toilet_facility > 11.00,-0.01717533380590198
17,0.25968084586760437,0,5.00 < drinking_water_source <= 8.00,-0.014591270105061224
18,0.8404021325064118,1,mother_years_education <= 0.00,0.16504690860662868
18,0.8404021325064118,1,1.00 < wealth_quintile <= 2.00,0.07216109055599638
18,0.8404021325064118,1,child_sex <= 0.00,-0.048303170131269696
18,0.8404021325064118,1,mother_currently_working <= 0.00,0.03815282380000772
18,0.8404021325064118,1,6.00 < cooking_fuel <= 10.00,0.019797520430487894
18,0.8404021325064118,1,has_electricity <= 0.00,0.018381494370275437
18,0.8404021325064118,1,toilet_facility > 11.00,-0.017527861525809586
18,0.8404021325064118,1,30.00 < mother_age <= 35.00,0.012604520090816893
18,0.8404021325064118,1,urban_rural <= 0.00,0.010789535431955316
18,0.8404021325064118,1,2.00 < religion <= 4.00,0.010213720752111919
19,0.27191410303331837,0,0.00 < mother_years_education <= 6.00,-0.11298229001216599
19,0.27191410303331837,0,wealth_quintile <= 1.00,0.049317968869876896
19,0.27191410303331837,0,child_sex <= 0.00,-0.041268637086547516
19,0.27191410303331837,0,0.00 < mother_currently_working <= 1.00,-0.03650906125596347
19,0.27191410303331837,0,household_members <= 4.00,-0.02558330058344127
19,0.27191410303331837,0,0.00 < has_electricity <= 1.00,-0.02352908522324445
19,0.27191410303331837,0,mother_education_level > 2.00,-0.0229211164878083
19,0.27191410303331837,0,8.00 < toilet_facility <= 10.00,-0.01601844787580614
19,0.27191410303331837,0,6.00 < cooking_fuel <= 10.00,0.015278992976623253
19,0.27191410303331837,0,drinking_water_source <= 5.00,-0.012729202827301177
